## Sun Mar 19 01:09:13 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_d_a4j77c --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_d_a4j77c --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_d_a4j77c/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NODE_1_length_774295_cov_40.668278_48	1117958.PE143B_0122950	1.46e-137	391.0	COG2011@1|root,COG2011@2|Bacteria,1MW8E@1224|Proteobacteria,1RQJU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	ABC transporter (permease)	HA62_27175	-	-	ko:K02072	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	BPD_transp_1
NODE_1_length_774295_cov_40.668278_49	690597.JH730983_gene149	2.77e-172	482.0	COG1464@1|root,COG1464@2|Bacteria,1MUVY@1224|Proteobacteria,1RZV1@1236|Gammaproteobacteria,1YPSM@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	P	ABC transporter	metQ2	-	-	ko:K02073	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	Lipoprotein_9
NODE_1_length_774295_cov_40.668278_50	690597.JH730971_gene2721	1.29e-145	410.0	COG1999@1|root,COG1999@2|Bacteria,1RHSV@1224|Proteobacteria,1S6HW@1236|Gammaproteobacteria,1YPSW@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	SCO1/SenC	scoP	-	-	ko:K07152	-	-	-	-	ko00000,ko03029	-	-	-	SCO1-SenC
NODE_1_length_774295_cov_40.668278_51	690597.JH730971_gene2722	4.46e-199	553.0	COG0109@1|root,COG0109@2|Bacteria,1MW3S@1224|Proteobacteria,1RNHC@1236|Gammaproteobacteria,1YR8E@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	O	Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group	cyoE	GO:0003674,GO:0003824,GO:0004311,GO:0004659,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0015980,GO:0016020,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044464,GO:0045333,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.141	ko:K02257	ko00190,ko00860,ko01100,ko01110,ko04714,map00190,map00860,map01100,map01110,map04714	M00154	R07411	RC01786	ko00000,ko00001,ko00002,ko01000,ko01006,ko03029	-	-	iJN746.PP_0110	UbiA
NODE_1_length_774295_cov_40.668278_52	321846.PS417_00335	5.19e-251	689.0	COG1612@1|root,COG1612@2|Bacteria,1MVJ4@1224|Proteobacteria,1RQWB@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Cytochrome oxidase assembly	ctaA	-	-	ko:K02259	ko00190,ko00860,ko01100,ko01110,ko02020,ko04714,map00190,map00860,map01100,map01110,map02020,map04714	M00154	R07412	RC00769	ko00000,ko00001,ko00002,ko03029	3.D.4.4	-	-	COX15-CtaA
NODE_1_length_774295_cov_40.668278_53	321846.PS417_00330	5.08e-120	345.0	COG1999@1|root,COG1999@2|Bacteria,1N6R6@1224|Proteobacteria,1SC88@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	signal sequence binding	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_1_length_774295_cov_40.668278_54	216595.PFLU_0063	5.84e-159	447.0	COG3346@1|root,COG3346@2|Bacteria,1MZUH@1224|Proteobacteria,1S8S0@1236|Gammaproteobacteria,1YN3Q@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	SURF1 family	surf1	-	-	ko:K14998	-	-	-	-	ko00000,ko03029	3.D.4.8	-	-	SURF1
NODE_1_length_774295_cov_40.668278_55	216595.PFLU_0062	1.04e-35	121.0	2EGIJ@1|root,33AAQ@2|Bacteria,1NH9B@1224|Proteobacteria,1SGKJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2909)	VL23_10685	-	-	-	-	-	-	-	-	-	-	-	DUF2909
NODE_1_length_774295_cov_40.668278_56	216595.PFLU_0061	1.37e-216	597.0	COG1845@1|root,COG1845@2|Bacteria,1MUCK@1224|Proteobacteria,1RN9D@1236|Gammaproteobacteria,1YPEP@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	C	Cytochrome c oxidase subunit III	coxC	-	1.9.3.1	ko:K02276	ko00190,ko01100,map00190,map01100	M00155	R00081	RC00016	ko00000,ko00001,ko00002,ko01000	3.D.4.4,3.D.4.6	-	-	COX3
NODE_1_length_774295_cov_40.668278_57	690597.JH730971_gene2728	1.75e-127	362.0	COG3175@1|root,COG3175@2|Bacteria,1RDTU@1224|Proteobacteria,1S5XA@1236|Gammaproteobacteria,1YP1Q@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	O	Cytochrome c oxidase assembly protein CtaG/Cox11	ctaG	-	-	ko:K02258	ko00190,ko01100,ko04714,map00190,map01100,map04714	M00154	-	-	ko00000,ko00001,ko00002,ko03029	3.D.4.8	-	-	CtaG_Cox11
NODE_1_length_774295_cov_40.668278_58	1415630.U771_00515	0.0	1057.0	COG0843@1|root,COG0843@2|Bacteria,1MU7S@1224|Proteobacteria,1RPC3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	ctaD	-	1.10.3.10,1.9.3.1	ko:K02274,ko:K02298	ko00190,ko01100,map00190,map01100	M00155,M00417	R00081,R11335	RC00016,RC00061	ko00000,ko00001,ko00002,ko01000	3.D.4.2,3.D.4.3,3.D.4.4,3.D.4.5,3.D.4.6	-	iJN746.PP_0104	COX1
NODE_1_length_774295_cov_40.668278_59	1415630.U771_00510	7.71e-277	756.0	COG1622@1|root,COG1622@2|Bacteria,1MWHZ@1224|Proteobacteria,1RP4H@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Subunits I and II form the functional core of the enzyme complex. Electrons originating in cytochrome c are transferred via heme a and Cu(A) to the binuclear center formed by heme a3 and Cu(B)	coxB	-	1.9.3.1	ko:K02275	ko00190,ko01100,map00190,map01100	M00155	R00081	RC00016	ko00000,ko00001,ko00002,ko01000	3.D.4.2,3.D.4.4,3.D.4.6	-	-	COX2,COX2_TM,Cytochrome_CBB3
NODE_1_length_774295_cov_40.668278_60	1117958.PE143B_0122890	3.97e-142	402.0	2AEBT@1|root,31468@2|Bacteria,1RC39@1224|Proteobacteria,1S7QQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_1_length_774295_cov_40.668278_61	1470593.BW43_01090	0.0	917.0	COG0659@1|root,COG0659@2|Bacteria,1MX8F@1224|Proteobacteria,1RRCQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	transporter	ychM	-	-	-	-	-	-	-	-	-	-	-	STAS_2,Sulfate_transp
NODE_1_length_774295_cov_40.668278_62	1415630.U771_00495	2.19e-162	456.0	COG0288@1|root,COG0288@2|Bacteria,1MV1U@1224|Proteobacteria,1SYDI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Reversible hydration of carbon dioxide	cynT	-	4.2.1.1	ko:K01673	ko00910,map00910	-	R00132,R10092	RC02807	ko00000,ko00001,ko01000	-	-	iJN746.PP_0100	Pro_CA
NODE_1_length_774295_cov_40.668278_63	1470593.BW43_01092	6.33e-253	694.0	COG1533@1|root,COG1533@2|Bacteria,1MW0H@1224|Proteobacteria,1RQNF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	Radical SAM	-	-	-	-	-	-	-	-	-	-	-	-	Radical_SAM
NODE_1_length_774295_cov_40.668278_64	690597.JH730971_gene2735	8.22e-306	834.0	COG2010@1|root,COG2010@2|Bacteria,1MV6D@1224|Proteobacteria,1RMYF@1236|Gammaproteobacteria,1YM3M@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	C	Cytochrome C oxidase, cbb3-type, subunit III	adhB	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_C,Cytochrome_CBB3
NODE_1_length_774295_cov_40.668278_65	1415630.U771_00475	0.0	1195.0	COG2303@1|root,COG2303@2|Bacteria,1MU3F@1224|Proteobacteria,1RNYS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Choline dehydrogenase and related flavoproteins	-	-	1.1.99.3	ko:K06151	ko00030,ko01100,ko01120,map00030,map01100,map01120	-	R01741	RC00084	ko00000,ko00001,ko01000	-	-	iJN746.PP_3383	GMC_oxred_C,GMC_oxred_N
NODE_1_length_774295_cov_40.668278_66	1415630.U771_00470	2.73e-163	458.0	2DB8V@1|root,2Z7SX@2|Bacteria,1MX06@1224|Proteobacteria,1RQ6Y@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Gluconate 2-dehydrogenase	-	-	1.1.99.3	ko:K06152	ko00030,ko01100,ko01120,map00030,map01100,map01120	-	R01741	RC00084	ko00000,ko00001,ko01000	-	-	-	Gluconate_2-dh3
NODE_1_length_774295_cov_40.668278_67	690597.JH730971_gene2738	1.11e-127	366.0	COG2365@1|root,COG2365@2|Bacteria,1RGE7@1224|Proteobacteria,1SBQH@1236|Gammaproteobacteria,1YNSI@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	T	Tyrosine phosphatase family	-	-	-	-	-	-	-	-	-	-	-	-	DSPc,Y_phosphatase2
NODE_1_length_774295_cov_40.668278_68	1221522.B723_32825	7.94e-58	179.0	COG3529@1|root,COG3529@2|Bacteria,1NC40@1224|Proteobacteria,1SEJF@1236|Gammaproteobacteria,1YQR6@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	DNA-binding protein	-	-	-	ko:K07070	-	-	-	-	ko00000	-	-	-	DUF2387
NODE_1_length_774295_cov_40.668278_69	1470593.BW43_01097	0.0	1333.0	COG0339@1|root,COG0339@2|Bacteria,1MU1K@1224|Proteobacteria,1RMAH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	oligopeptidase	prlC	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006465,GO:0006508,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016485,GO:0016787,GO:0019538,GO:0034641,GO:0034645,GO:0043170,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051604,GO:0070011,GO:0071704,GO:0090304,GO:0140096,GO:1901360,GO:1901564,GO:1901576	3.4.24.70	ko:K01414	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M3
NODE_1_length_774295_cov_40.668278_70	216595.PFLU_0047	1.12e-108	315.0	COG0663@1|root,COG0663@2|Bacteria,1RD76@1224|Proteobacteria,1RPB6@1236|Gammaproteobacteria,1YNQK@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	Bacterial transferase hexapeptide (six repeats)	yrdA	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008270,GO:0009987,GO:0016043,GO:0022607,GO:0042802,GO:0043167,GO:0043169,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0051259,GO:0051260,GO:0065003,GO:0070206,GO:0070207,GO:0071840	-	-	-	-	-	-	-	-	-	-	Hexapep
NODE_1_length_774295_cov_40.668278_71	1415630.U771_00445	4.3e-152	427.0	COG0546@1|root,COG0546@2|Bacteria,1REXF@1224|Proteobacteria,1S5AR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Hydrolase	idgB	-	3.1.3.18	ko:K01091	ko00630,ko01100,ko01110,ko01130,map00630,map01100,map01110,map01130	-	R01334	RC00017	ko00000,ko00001,ko01000	-	-	-	HAD_2
NODE_1_length_774295_cov_40.668278_72	321846.PS417_00230	2.64e-223	619.0	COG4324@1|root,COG4324@2|Bacteria,1N0FE@1224|Proteobacteria,1S0UK@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	aminopeptidase	-	-	-	-	-	-	-	-	-	-	-	-	Aminopep
NODE_1_length_774295_cov_40.668278_73	690597.JH730971_gene2744	1.28e-81	243.0	2A1GF@1|root,30PQ2@2|Bacteria,1QRDV@1224|Proteobacteria,1RUCU@1236|Gammaproteobacteria,1YQPW@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_1_length_774295_cov_40.668278_74	216595.PFLU_0043	2.48e-46	149.0	2DMSD@1|root,32TCS@2|Bacteria	2|Bacteria	S	Protein of unknown function (DUF1161)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1161
NODE_1_length_774295_cov_40.668278_75	1282356.H045_21325	1.23e-94	276.0	COG1764@1|root,COG1764@2|Bacteria,1RH9U@1224|Proteobacteria,1S205@1236|Gammaproteobacteria,1YQ7E@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	O	Peroxiredoxin	osmC	GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006970,GO:0006972,GO:0006979,GO:0008150,GO:0008152,GO:0009628,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0033194,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0051920,GO:0055114,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1901700,GO:1990748	-	ko:K04063	-	-	-	-	ko00000	-	-	-	OsmC
NODE_1_length_774295_cov_40.668278_76	1415630.U771_00420	6.47e-241	662.0	COG2141@1|root,COG2141@2|Bacteria,1MVF0@1224|Proteobacteria,1RMCE@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	COG2141 Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	yhbW	-	-	-	-	-	-	-	-	-	-	-	Bac_luciferase
NODE_1_length_774295_cov_40.668278_77	321846.PS417_00205	2.11e-43	141.0	2EGJ5@1|root,33ABC@2|Bacteria,1NI51@1224|Proteobacteria,1SH35@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1161)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1161
NODE_1_length_774295_cov_40.668278_78	690597.JH730971_gene2749	1.36e-44	144.0	COG3360@1|root,COG3360@2|Bacteria,1N6UT@1224|Proteobacteria,1SCF7@1236|Gammaproteobacteria,1YQS9@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	Dodecin	-	-	-	ko:K09165	-	-	-	-	ko00000	-	-	-	Dodecin
NODE_1_length_774295_cov_40.668278_79	1415630.U771_00405	2.03e-47	154.0	COG4575@1|root,COG4575@2|Bacteria	2|Bacteria	T	ribosome binding	elaB	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005887,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0033554,GO:0043021,GO:0043024,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0044877,GO:0050896,GO:0051716,GO:0060187,GO:0071944	-	ko:K05594,ko:K07184	-	-	-	-	ko00000	-	-	-	DUF883
NODE_1_length_774295_cov_40.668278_80	1415630.U771_00400	2.49e-200	556.0	COG0583@1|root,COG0583@2|Bacteria,1R7X2@1224|Proteobacteria,1RZVD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator	trpI	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
NODE_1_length_774295_cov_40.668278_81	1415630.U771_00395	9.81e-299	814.0	COG0133@1|root,COG0133@2|Bacteria,1MUS8@1224|Proteobacteria,1RP4D@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine	trpB	-	4.2.1.20	ko:K01696	ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230	M00023	R00674,R02340,R02722	RC00209,RC00210,RC00700,RC00701,RC02868	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP
NODE_1_length_774295_cov_40.668278_82	216595.PFLU_0035	6.6e-186	517.0	COG0159@1|root,COG0159@2|Bacteria,1MXJV@1224|Proteobacteria,1RMGN@1236|Gammaproteobacteria,1YMJK@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	E	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate	trpA	-	4.2.1.20	ko:K01695	ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230	M00023	R00674,R02340,R02722	RC00209,RC00210,RC00700,RC00701,RC02868	ko00000,ko00001,ko00002,ko01000	-	-	-	Trp_syntA
NODE_1_length_774295_cov_40.668278_83	690597.JH730971_gene2754	1.79e-82	246.0	2DYEX@1|root,349EG@2|Bacteria,1QX1Z@1224|Proteobacteria,1T343@1236|Gammaproteobacteria,1YQGS@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	S	Nickel/cobalt transporter regulator	-	-	-	-	-	-	-	-	-	-	-	-	RcnB
NODE_1_length_774295_cov_40.668278_84	216595.PFLU_0033	1.15e-297	814.0	COG2271@1|root,COG2271@2|Bacteria,1MVPS@1224|Proteobacteria,1RNMV@1236|Gammaproteobacteria,1YRGS@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	G	Transporter	dgoT	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0015711,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944	-	ko:K03535,ko:K08194	-	-	-	-	ko00000,ko02000	2.A.1.14.1,2.A.1.14.7	-	iECO103_1326.ECO103_4467	MFS_1
NODE_1_length_774295_cov_40.668278_85	1470593.BW43_01114	3.88e-285	778.0	COG4948@1|root,COG4948@2|Bacteria,1MURK@1224|Proteobacteria,1RPIT@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Catalyzes the dehydration of D-galactonate to 2-keto-3- deoxy-D-galactonate	dgoD	GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0019520,GO:0019583,GO:0019584,GO:0019752,GO:0032787,GO:0034192,GO:0034194,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0046176,GO:0046395,GO:0071704,GO:0072329,GO:1901575	4.2.1.6	ko:K01684	ko00052,ko01100,ko01120,map00052,map01100,map01120	M00552	R03033	RC00543	ko00000,ko00001,ko00002,ko01000	-	-	iAF1260.b4478,iB21_1397.B21_03519,iBWG_1329.BWG_3382,iEC042_1314.EC042_4048,iEC55989_1330.EC55989_4161,iECBD_1354.ECBD_0011,iECB_1328.ECB_03575,iECDH10B_1368.ECDH10B_3878,iECDH1ME8569_1439.ECDH1ME8569_3579,iECD_1391.ECD_03575,iECIAI1_1343.ECIAI1_3870,iECO103_1326.ECO103_4466,iECO111_1330.ECO111_4519,iECSE_1348.ECSE_3978,iECUMN_1333.ECUMN_4223,iECW_1372.ECW_m3991,iEKO11_1354.EKO11_0011,iETEC_1333.ETEC_3982,iEcDH1_1363.EcDH1_0011,iEcE24377_1341.EcE24377A_4201,iEcSMS35_1347.EcSMS35_4057,iEcolC_1368.EcolC_0011,iJO1366.b4478,iWFL_1372.ECW_m3991,iY75_1357.Y75_RS18645	MR_MLE_C,MR_MLE_N
NODE_1_length_774295_cov_40.668278_86	1415630.U771_00370	3e-128	366.0	COG0800@1|root,COG0800@2|Bacteria,1RD0T@1224|Proteobacteria,1RQMK@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Aldolase	dgoA	-	4.1.2.21	ko:K01631	ko00052,ko01100,map00052,map01100	M00552	R01064	RC00307,RC00435	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldolase
NODE_1_length_774295_cov_40.668278_87	690597.JH730971_gene2758	5.4e-181	509.0	COG3734@1|root,COG3734@2|Bacteria,1MWGX@1224|Proteobacteria,1RYZB@1236|Gammaproteobacteria,1YNGB@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	G	2-keto-3-deoxy-galactonokinase	dgoK	-	2.7.1.58	ko:K00883	ko00052,ko01100,map00052,map01100	M00552	R03387	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	DGOK
NODE_1_length_774295_cov_40.668278_88	690597.JH730971_gene2759	1.4e-72	218.0	COG3805@1|root,COG3805@2|Bacteria,1RIFS@1224|Proteobacteria,1SZVF@1236|Gammaproteobacteria,1YQPS@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	Q	Dopa 4,5-dioxygenase family	-	-	-	ko:K10253	-	-	-	-	ko00000,ko01000	-	-	-	DOPA_dioxygen
NODE_1_length_774295_cov_40.668278_89	1470593.BW43_01118	1.06e-210	584.0	COG0583@1|root,COG0583@2|Bacteria,1R43D@1224|Proteobacteria,1S33J@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
NODE_1_length_774295_cov_40.668278_90	1470593.BW43_01119	0.0	1018.0	COG3119@1|root,COG3119@2|Bacteria,1MV0B@1224|Proteobacteria,1RMJ0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	choline-sulfatase	betC	-	3.1.6.6	ko:K01133	-	-	-	-	ko00000,ko01000	-	-	-	Choline_sulf_C,DUF4976,Sulfatase
NODE_1_length_774295_cov_40.668278_91	1042209.HK44_001625	3.31e-209	579.0	COG2113@1|root,COG2113@2|Bacteria,1MVIG@1224|Proteobacteria,1RRNK@1236|Gammaproteobacteria,1YNHI@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	E	ABC transporter	proX	-	-	ko:K02002	ko02010,map02010	M00208	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	-	OpuAC
NODE_1_length_774295_cov_40.668278_92	690597.JH730971_gene2763	0.0	932.0	COG0659@1|root,COG0659@2|Bacteria,1MWDF@1224|Proteobacteria,1SYC8@1236|Gammaproteobacteria,1YPQ3@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	U	inorganic anion transporter	-	-	-	ko:K03321	-	-	-	-	ko00000,ko02000	2.A.53.3	-	-	STAS,STAS_2,Sulfate_transp
NODE_1_length_774295_cov_40.668278_93	690597.JH730919_gene4973	7.35e-185	515.0	COG0169@1|root,COG0169@2|Bacteria,1MVH4@1224|Proteobacteria,1RPB7@1236|Gammaproteobacteria,1YPCG@136843|Pseudomonas fluorescens group	1236|Gammaproteobacteria	E	Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)	aroE	GO:0000166,GO:0003674,GO:0003824,GO:0004764,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019632,GO:0019752,GO:0032787,GO:0036094,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901576,GO:1901615	1.1.1.25	ko:K00014	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02413	RC00206	ko00000,ko00001,ko00002,ko01000	-	-	iAPECO1_1312.APECO1_3165,iECOK1_1307.ECOK1_3701,iECS88_1305.ECS88_3669,iECUMN_1333.ECUMN_3755,iSBO_1134.SBO_3275,iUMN146_1321.UM146_16315,iUTI89_1310.UTI89_C3726	Shikimate_DH,Shikimate_dh_N
NODE_1_length_774295_cov_40.668278_94	1470593.BW43_01123	1.19e-231	636.0	COG0408@1|root,COG0408@2|Bacteria,1MWMF@1224|Proteobacteria,1RMM8@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Involved in the heme biosynthesis. Catalyzes the aerobic oxidative decarboxylation of propionate groups of rings A and B of coproporphyrinogen-III to yield the vinyl groups in protoporphyrinogen-IX	hemF	GO:0003674,GO:0003824,GO:0004109,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016491,GO:0016627,GO:0016634,GO:0018130,GO:0019438,GO:0030145,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0046872,GO:0046906,GO:0046914,GO:0046983,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	1.3.3.3	ko:K00228	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R03220	RC00884	ko00000,ko00001,ko00002,ko01000	-	-	iAF1260.b2436,iBWG_1329.BWG_2198,iECDH10B_1368.ECDH10B_2601,iECDH1ME8569_1439.ECDH1ME8569_2370,iETEC_1333.ETEC_2549,iEcDH1_1363.EcDH1_1225,iEcHS_1320.EcHS_A2573,iEcolC_1368.EcolC_1243,iJO1366.b2436,iJR904.b2436,iY75_1357.Y75_RS12760	Coprogen_oxidas
